id_library,name,type,region,location,adress,latitude,longitude,number,site,email,social_networks,time_work,img_url,content
169,Библиотека № 135 (филиал № 1),Библиотека,Москва,Москва,"г. Москва, ул. Перерва, д. 24",55.651547,37.730553,+7 (499) 357-56-31,http://cbsuvao.ru,135d@cbsuvao.ru,,"пн: выходной, вт: 17:00 - 19:00, ср: 17:00 - 19:00, чт: 17:00 - 19:00, пт: 17:00 - 19:00, cб: 17:00 - 19:00, вс: 17:00 - 19:00",https://b1.culture.ru/c/494909.jpg,"Библиотека № 135 (бывшая Детская библиотека № 127) была переведена в новый район Марьино в 1987 году из Октябрьского района Москвы. Занимает помещение, построенное специально под библиотеку. До объединения в 2015 году это был детский развивающий интеллект-центр, проводивший большую работу среди подрастающего поколения. За свою многолетнюю деятельность библиотека получила множество грамот и благодарностей. Основным направлением работы было военно-патриотическое воспитание молодежи. Сегодня это филиал библиотеки № 135, который является пунктом выдачи книг для детей."
170,Центральная библиотека № 52 г. Москвы,Библиотека,Москва,Москва,"г. Москва, ул. Конёнкова, д. 23",55.894742,37.610862,+7 (499) 205-41-47,http://bibliosvao.ru,biblio52@bibliosvao.ru,https://vk.com/public193275865 https://www.facebook.com/centralsvao https://www.instagram.com/centralsvao,"пн: выходной, вт: 10:00 - 22:00, ср: 10:00 - 22:00, чт: 10:00 - 22:00, пт: 10:00 - 22:00, cб: 10:00 - 22:00, вс: 10:00 - 20:00",https://www.culture.ru:443/storage/images/337d4d89eb22b884de61a72423f48729/4a1ced12d14c0fb9b71a501c9566fc40.jpeg,"Библиотека № 77 была основала в 1965 году как государственная массовая Библиотека № 77 Дзержинского района г. Москвы. Первоначально учреждение располагалось на ул. Академика Комарова, д. 8. В 1969 году из-за структурных изменений московских районов библиотека № 77 была отнесена к Кировскому району. В 1976 году библиотека № 77 возглавила Централизованную библиотечную систему Кировского района г. Москвы. Во второй половине 1970-х полным ходом шло строительство нового района Бибирево. Библиотека № 77 получила новое здание в одном из построенных в 1975 году домов на ул. Коненкова, а на ул. Академика Комарова, д. 8 разместилась библиотека № 231 (сегодня библиотека № 51 ЦБС СВАО). 9 апреля 2013 года она вошла в структуру ГБУК г. Москвы «ЦБС СВАО». 17 сентября 2014 года к Центральной библиотеке № 77 были присоединены бывшие детская библиотека № 160 и библиотека № 184. Объединенная библиотека получила статус Центральной библиотеки № 52 ГБУК г. Москвы «ЦБС СВАО». В 2017 году библиотека вошла в проект «Точки роста». В 2018 году открылось обновленное пространство библиотеки «Школа супергероев». Размер фонда – 104 586 экземпляров, элемент специализации: искусство."
171,Библиотека № 85,Библиотека,Москва,Москва,"г. Москва, ул. Парковая 3-я, д. 35",55.796613,37.78165,+7 (499) 163-31-91,https://cbs-vao.ru/lib/119,b85@cbs-vao.ru,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/516985.jpg,"История библиотеки началась в далеком декабре 1941 года, на площади Журавлева, в скромном помещении ДК МЭЛЗ. В 1961 году она переехала в новое здание в Измайлово, где расположена и сейчас. С 2014 года и по настоящее время библиотека именуется как Библиотека № 85. <span style=""font-weight:bold"">Структура библиотеки № 85</span>: абонемент, читальный зал, зал для прослушивания «говорящих книг» (аудиокассеты для слепых и слабовидящих), сектор детской литературы. На базе библиотеки работает обменный пункт книговыдачи из РГБС. Возрастной ценз литературы: 0+, 16+, 18+. Объем книжного фонда – 37787 (около 38 тысяч книг, брошюр, периодических изданий и аудиокниг, в т.ч. специализированный фонд для инвалидов по зрению.) <span style=""font-weight:bold"">Отделы библиотеки: </span>а<span>бонемент, читальный зал. Функция – предоставление библиотечно-информационных услуг читателям (пользователям) библиотеки от 14 лет и выше. В читальном зале издания предоставляются для чтения внутри библиотеки всем пользователям от 14 лет и выше, независимо от места регистрации. На абонементе издания выдаются на дом. Абонементом могут пользоваться читатели с постоянной регистрацией в городе Москве.</span> Фонд библиотеки универсального профиля включает не только традиционные книги, но и аудиокниги, книги с шрифтом Брайля, периодику. Также появилась возможность пользоваться электронными изданиями библиотеки «ЛитРес». Библиотека координирует работу с Измайловским отделением Всероссийского общества слепых, тесно сотрудничает с Российской государственной библиотекой для слепых.&nbsp;Комфорт для чтения достигается за счет специализированного оборудования, например, читающая машина SARA, видеоувеличитель. В читальном зале можно прослушать «говорящие книги» на тифломагнитофонах, с помощью видеоувеличителя TOPAZ можно читать книги и периодику с мелким шрифтом, можно использовать лампу с бестеневой лупой. Справочно-библиографическая помощь предоставляется инвалидам по зрению бесплатно. В рамках праздничных мероприятий в библиотеке проходят благотворительные вечера, литературно-музыкальные встречи, литературные вечера, часы истории, устные журналы.<br /> Для читателей предоставляется Wi-Fi бесплатно. В библиотеке на протяжении многих лет работает Центр общения инвалидов по зрению «Зрячее сердце».  Санитарный день: последняя пятница месяца. <span></span> "
172,Детская библиотека № 211 «Пионер»,Библиотека,Москва,Москва,"г. Москва, ул. Дорогомиловская Б., д. 7",55.74613521716547,37.556923627853394,+7 (499) 240-13-71,http://bibliozao.ru,,,"пн: выходной, вт: 10:00 - 21:00, ср: 10:00 - 21:00, чт: 10:00 - 21:00, пт: 10:00 - 21:00, cб: 10:00 - 21:00, вс: 10:00 - 20:00",https://b1.culture.ru/c/650219.jpg,"Детская библиотека «Пионер» – одна из старейших библиотек района Дорогомилово г. Москвы – была открыта в 1937 году. Первоначально библиотека располагалась в другом здании – недалеко от Бородинского моста, на месте дома № 1 по Б. Дорогомиловской улице. С 1941 года библиотека находится в доме по улице Б. Дорогомиловская д. 7/2, хотя адрес этого дома несколько раз менялся. Библиотека не закрывалась в годы Великой Отечественной войны. Приказы по библиотеке свидетельствуют о том, что даже в самые тяжелые дни обороны Москвы библиотека продолжала работать: «Приказ № 8 от 08.12.41 г. Открыть читальный зал для посещения читателями с 10.12.41 г.». В сентябре 1996 года на базе библиотеки открылась первая в России Компьютерная библиотека для молодежи (КоБи).<br /> В 2014 году после объединения библиотек Западного административного округа в Централизованную библиотечную систему ЗАО, библиотека получила новый номер и стала называться Детской библиотекой № 211 «Пионер». Фонд библиотеки насчитывает 32 тысячи изданий. Ежегодно посещают библиотеку около 40 тысяч человек."
173,Центральная городская деловая библиотека (филиал № 1),Библиотека,Москва,Москва,"г. Москва, ул. Бориса Галушкина, д. 19",55.822503,37.661293,+7 (495) 683-56-46,http://www.mgdb.ru,mgdb@cumail.ru,https://vk.com/public23706251 https://www.facebook.com/mgdbru https://ok.ru/group/53879729094893,"пн: выходной, вт: 10:00 - 22:00, ср: 10:00 - 22:00, чт: 10:00 - 22:00, пт: 10:00 - 22:00, cб: 10:00 - 22:00, вс: 10:00 - 20:00",https://b1.culture.ru/c/304123.jpg,"Центральная городская деловая библиотека (филиал № 1) <span>– одна из городских библиотек г. Москвы. Расположена она по адресу: </span><span>ул. Бориса Галушкина, 19, корп. 1</span>. <span></span>"
174,Библиотека № 161,Библиотека,Москва,Москва,"г. Москва, Загородное ш., д. 9",55.692597,37.606918,+7 (495) 958-69-90,,,,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 21:00",https://b1.culture.ru/c/390348.jpg,
175,Библиотека № 154,Библиотека,Москва,Москва,"г. Москва, ул. Медиков, д. 22",55.631717,37.677858,+7 (495) 321-12-64,http://cbsuao.ru,154libzav@cbsuao.ru,,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/650325.jpg,"Библиотека № 154 начала работать для маленьких читателей и их родителей в 1970 году. Фонд насчитывает 58 000 изданий. Библиотеку посещает более 3 500 читателей. Детская библиотека № 154 обслуживает детское и взрослое население. Одним из основных направлений деятельности является нравственно-эстетическое воспитание и популяризация семейного чтения. Для детей создана специальная игровая «Комната сказки».  Большой популярностью населения пользуются кружки: по изучению английского языка, декоративно-прикладного творчества."
176,Библиотека № 174,Библиотека,Москва,Москва,"г. Москва, ул. Академика Пилюгина, д. 14",55.66997,37.536131,+7 (499) 132-77-03,http://www.cbsuzao.ru,,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 18:00, пт: 12:00 - 18:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/648790.jpg,"Библиотека основана в 1945 году. В структуре библиотеки: абонемент, читальный зал. Библиотека организует досуг ветеранов войны и труда района. Фонд библиотеки насчитывает 25 769 единиц хранения.  Библиотека обслуживает взрослое населения и юношество, ведет информационно-краеведческую деятельность, организует и проводит литературно-музыкальных вечера, творческие встречи, праздничные программы, обзоры новых поступлений, дни информации и др. Проведение выставок творческих работ читателей и жителей микрорайона. Организация Музея книги «Хранители духовного наследия». Имеется коллекция книг «Хранители духовного наследия», работает клуб любителей искусств «Обновление души».  В 2016 году библиотеку посетили 24 283 человека. <span></span>"
177,Библиотека № 156,Библиотека,Москва,Москва,"г. Москва, ул. Домодедовская, д. 1",55.616209,37.706452,,,,,,https://b1.culture.ru/c/390342.jpg,
178,Детская библиотека № 203,Библиотека,Москва,Москва,"г. Москва, ул. Кастанаевская, д. 7",55.73886640495126,37.49600529670715,+7 (499) 142-45-04,http://bibliozao.ru,,,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/650220.jpg,"Детская библиотека № 18 была открыта в 1935 г. как детский сектор взрослой библиотеки при Дворце культуры им. Горбунова. В 1938 г. она стала самостоятельной детской библиотекой № 18 Киевского района Москвы. В 1957 г. библиотека справила новоселье на Б. Филевской улице, д. 19/18. С изменением административно-территориального деления города в начале 60-х годов библиотека приобрела статус Центральной детской библиотеки № 18. В 1975 г. она переехала на Кастанаевскую улицу, д. 7 (в первом этаже дома, принадлежавшего заводу им. Хруничева).  В 2014 году, после объединения библиотек Западного административного округа в Централизованную библиотечную систему ЗАО, библиотека стала называться Детской библиотекой № 203. Фонд библиотеки насчитывает более 38 тысяч книг. Ежегодно посещают библиотеку 35 тысяч человек. <span><span></span></span><span></span>"
179,Библиотека № 55 на проспекте Мира,Библиотека,Москва,Москва,"г. Москва, пр-кт. Мира, д. 198",55.837287,37.662057000000004,+7 (499) 187-77-09,http://bibliosvao.ru,biblio55@bibliosvao.ru,https://vk.com/biblio55prospektmira https://www.facebook.com/biblio55.2rostokino https://www.instagram.com/biblio55prospektmira,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 20:00",https://www.culture.ru:443/storage/images/4de2c0cdd8a2312510fc657cb2fcffca/c4f288a297edcd79cee6d8d9b825f562.jpg,"История детского отделения библиотеки начинается со старейшей библиотеки Москвы – Ростокинской. Земская публичная библиотека Ростокинской волости Московского уезда открылась в 1910 в одном из деревянных домов 5-й линии (сейчас – проспект Мира).  После Октябрьской революции 1917 Ростокинская библиотека еще долгое время оставалась единственным центром культурной жизни села Ростокино, с 1927 – окраиной части Сокольнического (с 1936 – Ростокинский, с 1945 – Щербаковский, в 1958–1960 – Рижский) района столицы. В 1927 детское отделение библиотеки превратилось в самостоятельную Детскую библиотеку и переехало в отдельное помещение рядом с взрослой. Она несколько раз меняла свои адреса. С 1987 и по сегодняшний день находится на проспекте Мира, 198. Библиотека является структурным подразделением библиотеки № 55 Централизованной библиотечной системы Северо-Восточного административного округа города Москвы. Фонд библиотеки универсальный, с элементами специализации: детская литература. Особое внимание уделяется патриотическому воспитанию юных читателей. В библиотеке создан мини-музей боевой славы, где выставлены материалы о героях Великой Отечественной войны 1941–1945 гг., в честь которых названы улицы округа. Размер фонда библиотеки – 25 432 экземпляра. "
180,Центральная детская библиотека № 124,Библиотека,Москва,Москва,"ул. Профсоюзная, 92",55.649108,37.528433,,,,,,https://b1.culture.ru/c/304181.jpg,
181,Библиотека киноискусства имени С.М. Эйзенштейна,Библиотека,Москва,Москва,"ул. Абельмановская, 11",55.735282,37.67139,+7 (495) 699-81-70,http://eisenstein.ru,,,,https://b1.culture.ru/c/304189.jpg,"Библиотека киноискусства имени С. М. Эйзенштейна на Абельмановской</span> <span>– одна из библиотек Московской области. Расположена она в городе Москва по адресу: </span><span>ул. Абельмановская, 11</span><span>. Принадлежит </span><span>ГБУК г. Москвы «Библиотека киноискусства им. С. М. Эйзенштейна»</span>.  <span>Жители города приглашаются в </span><span>Библиотеку киноискусства имени С. М. Эйзенштейна на Абельмановской</span> <span>с понедельника по субботу с 11:00 до 18:00. Выходной – воскресенье.</span><span></span>"
182,Библиотека № 94,Библиотека,Москва,Москва,"г. Москва, ул. Аносова, д. 3",55.743233,37.755113,+7 (499) 309-15-67,https://cbs-vao.ru/lib/127,b94@cbs-vao.ru,,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/497892.jpg,"Библиотека основана в 1950 году в Перово, до 1976 года была опорной и оказывала методическую помощь библиотекам всех систем и ведомств Перовского района. С 1991 года приобрела статус библиотеки семейного чтения. Проезд общественным транспортом: ст. м. «Шоссе Энтузиастов», далее автобус №№ 36, 214, 83 до остановки «Школа». Санитарный день: последний четверг месяца.<br />"
183,Библиотека № 83,Библиотека,Москва,Москва,"г. Москва, ул. Константина Федина, д. 2",55.806009,37.791405,+7 (499) 164-33-93,https://cbs-vao.ru/место-проведения/biblioteka-83,b83@cbs-vao.ru,,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 20:00 (санитарный день – вторая суббота месяца)",https://www.culture.ru:443/storage/images/906c3c46e1d3cc646664654062772715/c6a6f5fece3fa846342d915aa71a54f9.jpg,"Библиотека была создана в 1935 году. Тогда это была библиотека № 74 Сталинского района и находилась по адресу: Измайловский пр-д, 4, корп. 2.  В библиотеке есть читальный зал и абонемент с юношеской кафедрой.  Фонд библиотеки насчитывает более 45 тысяч изданий. Большая часть фонда представлена книгами возрастной категории 14+. Много лет в библиотеке работает «Литературная гостиная». Заседания проходят раз в две недели в 14:00 и посвящены литературным памятным датам. Мероприятия подготовлены силами сотрудников библиотеки и предназначены для семейного досуга. Приглашаются все желающие. Каждый второй вторник месяца в 17:00 проходят лекции «Смысл философии и поиск истины», посвященные истории мировой философии. Читает кандидат философских наук Лупандин И. В. Приглашаются все любители философии и просто любознательные люди (16+). Клуб «Ты не один» существует в библиотеке с 2011 года. Каждую субботу собираются люди, попавшие в трудное семейное положение (алкоголизм в семье). На абонементе библиотеки № 83 есть бесплатный Wi-Fi, компьютер с Интернетом (18+)."
184,Библиотека № 86 (фонд ретроспективной периодики),Библиотека,Москва,Москва,"г. Москва, Измайловский проезд., д. 4",55.790910377461735,37.77030944824219,+7 (499) 166-36-11,https://cbs-vao.ru/место-проведения/biblioteka-86-vzroslaya,b86@cbs-vao.ru,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 21:00 (санитарный день – вторая среда месяца)",https://b1.culture.ru/c/411272.jpg,"В библиотеке № 86 по адресу Измайловский проезд, 4 располагается фонд ретроспективной периодики. Библиотека имеет большую, полувековую историю. Ее передвижной фонд был образован в 1958 году из передвижного отделения Библиотеки им. А. С. Пушкина. Объем книжного фонда – 25 584 экз. Общий объем фонда (с фондом ретроспективной периодики) – 55 702 экз. Возрастной ценз литературы – 14+. В настоящее время передвижной фонд библиотеки обслуживает 9 библиотечных пунктов или 9 организаций, расположенных в трех районах Восточного административного округа – Измайлово, Восточное и Северное Измайлово.  Библиотека № 86 осуществляет как стационарное, так и внестационарное обслуживание, когда библиотечные издания доставляются в организации либо сотрудниками библиотеки, либо общественными ответственными этих организаций. Фонд передвижных пунктов комплектуется по заказам читателей.  Кроме обслуживания передвижек литературой, сотрудники библиотеки ведут с читателями-инвалидами и ветеранами Великой Отечественной войны, посетителями отделения дневного пребывания ТЦСО «Измайлово» индивидуальную и массовую работу.  Уникальный фонд ретроспективной периодики библиотеки включает около 100 наименований журналов с 1960–70 годов издания по различным отраслям знаний. С информацией о ретропериодике можно ознакомиться в читальных залах библиотек системы в специальном указателе ретропериодики. Отделы библиотеки: Кружки и клубы<span>:</span> Библиотека № 86 (сектор ретроспективной периодики) открывает запись в Детский развивающий клуб «РимаркО». Дошкольникам: Школьникам: Запись по телефону: 8 (915) 490-70-75."
185,Библиотека № 248 (подразделение № 2) на ул. Маршала Катукова,Библиотека,Москва,Москва,"г. Москва, ул. Маршала Катукова, д. 11",55.811346,37.405247,+7 (495) 750-06-53,http://www.szao-cbs.ru,cbs1szao@gmail.com,,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 20:00",https://www.culture.ru:443/storage/images/a67ebc299b77c40a21bdfba0dcbbcf10/7336007592cf4038c61aee2d5b1d5f4e.jpg,"Детская библиотека-филиал № 158 открылась в 1981 в составе ЦБС Ворошиловского (в 1990–1991 годы – Хорошевский) района Москвы. Библиотека появилась в Строгино во время массовой застройки района в 1980. Поэтому вся история библиотеки тесно связана с его историей. В 1980-е на новое место жительства в район Строгино приехало огромное количество молодых семей. Школы района работали в две смены, а первых классов было столько, что едва хватало букв алфавита, чтобы обозначить их. Библиотека-филиал № 158 была единственной детской библиотекой в районе и приняла на себя все трудности в обслуживании огромного количества школьников. 31 июля 2013 библиотека № 158 вошла в структуру ГБУК г. Москвы «ЦБС СЗАО», 17 сентября 2014 на правах подразделения 2 – в комплекс Библиотеки № 248 ГБУК г. Москвы «ЦБС СЗАО». Размер фонда: 26 948 экземпляров (включая электронные документы). Подразделение № 2 библиотеки № 248 обслуживает детей и подростков. Одним из важнейших направлений деятельности библиотеки является обеспечение пользователей всеми видами информации для поддержания образования и самообразования."
186,Лианозовская библиотека искусств,Библиотека,Москва,Москва,"г. Москва, Алтуфьевское ш., д. 91",55.896448,37.58570900000001,+7 (499) 209-51-88,http://bibliosvao.ru,biblio57@bibliosvao.ru,https://vk.com/liabook https://www.facebook.com/liabook.ru https://www.instagram.com/biblio57,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://www.culture.ru:443/storage/images/c149e280d54a4421fc8e50428280e633/ef20d80cdb4f708345b7d922d4f67164.jpg,"Библиотека № 57 является структурным подразделением Централизованной библиотечной системы Северо-Восточного административного округа города Москвы, основана в 1969 году, обслуживает взрослое население.</span><span><br /></span> <span>В 2017 библиотека вошла в проект «Точки роста». В 2018 открылось обновленное пространство библиотеки, и её переименовали в Лианозовскую библиотеку искусств. Такое название она получила благодаря художественным традициям Лианозово. С одной стороны – классические формы искусства в музее художника Константина Алексеевича Васильева, с другой – тема содружества поэтов-поставангардистов и художников в творческом объединении «Лианозовская школа».&nbsp; </span> <span>Читальный зал и закрытое хранилище библиотеки превратились в удобное многофункциональное пространство: здесь можно проводить лекции о литературе, живописи и музыке. В дизайнерской музыкальной гостиной с профессиональным звуковым оборудованием молодые музыканты смогут давать дебютные или камерные концерты, а артисты – проводить арт-встречи и вечера.&nbsp; </span> <span>Также в библиотеке пополнился фонд специализированной литературы – сейчас можно найти более 700 нотных и музыкальных изданий. Размер фонда – 60 479 экземпляров.</span> <span></span><span></span>"
187,Библиотека № 151 (филиал № 1),Библиотека,Москва,Москва,"г. Москва, Чертаново Северное мкр., д. 2",55.639329,37.601034,+7 (495) 318-79-29,http://www.cbsuao.ru,151libzav@cbsuao.ru,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/663269.jpg,"Библиотека №151 (филиал №1) <span>– </span>открыта в 1988 году. Фонд насчитывает более 60 000 экземпляров книг. Часть фонда составляют книги, переданные безвозмездно библиотекой им. Герцена, причём более 1 400 экземпляров представляют собой раритетные издания XIX века.  Специально для читателей создана коворкинг-зона, доступен WI-FI. С марта 2015 года в библиотеке появилось новое направление – экологическое. В библиотеке работает «Экоклуб», в рамках которого проводятся мероприятия (лекции, круглые столы, кинопоказы и др.)  В библиотеке действуют бесплатные кружки: театральный кружок «Солнышко»; кукольный «Петрушка»; клуб любителей кошек «Зоомир»; кружок «Волшебная мозаика». Библиотеку посещает более 3 700 читателей. <span></span>"
188,Библиотека № 216 (филиал № 2),Библиотека,Москва,Москва,"г. Москва, Мичуринский пр-кт., д. 54А",55.693906,37.490578,+7 (495) 931-52-00,http://bibliozao.ru,,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/650059.jpg,"История библиотеки началась с создания в 1956 году Михалковской сельской библиотеки Кунцевского района Московской области. В 1980 году библиотека вошла в состав Централизованной библиотечной системы «Гагаринская».<br /> <span>С 2000 года библиотека функционирует как библиотечно-музейный центр. Музейная экспозиция посвящена Всемирным Юношеским играм 1998 года. Включает в себя документы, памятные знаки, подарки от участников и делегаций спортивных Игр.</span> <span>В 2014 году в связи с реорганизацией ЦБС «Гагаринская» путем объединения библиотек Западного административного округа в Централизованную библиотечную систему ЗАО, библиотека получила новый номер и стала именоваться Библиотекой № 216.</span> <span>Библиотека № 216 – это современный информационный, досуговый и культурный центр.&nbsp;</span>Приоритетное направление работы библиотеки – Олимпийское движение, спорт и здоровый образ жизни (музей, экскурсии, встреча со спортсменами или мероприятия, посвященные спорту и олимпийскому движению, фонд спортивной литературы, филателистическая коллекция олимпийской и спортивной тематики и т. д.) Второе направление – краеведение, изучение истории возникновения и развития района Раменки (фонд литературы по москвоведению, полнотекстовая база данных статей из периодических изданий). <span>Фонд библиотеки составляет более 39 тысяч экземпляров, ежегодно библиотеку посещают более 50 тысяч человек.</span>"
189,Центральная детская библиотека № 251,Библиотека,Москва,Зеленоградский административный округ,"г. Москва, г. Зеленоград, к. 401",56.000396,37.208767,+7 (499) 736-45-42,http://zelbiblio.ru,cbszel@yandex.ru,https://vk.com/zelbiblio https://www.facebook.com/zelbiblio https://www.instagram.com/zelbiblio,"пн: выходной, вт: 10:00 - 21:00, ср: 10:00 - 21:00, чт: 10:00 - 21:00, пт: 10:00 - 21:00, cб: 10:00 - 21:00, вс: 10:00 - 19:00",https://www.culture.ru:443/storage/images/6fde3e0e8b8d907c8adfb4082c69fc6a/7032f11218b9503ec6817eb23f49dbc6.jpeg,"Библиотека открылась в 1965 году. Приоритетное направление – экологическое просвещение детей. Ведется совместная работа с образовательными учреждениями Зеленоградского округа, Отделом экологического мониторинга и просвещения Дирекции по ЗелАО ГПБУ «Мосприрода». Работает постоянно обновляющаяся «Галерея детского творчества», «Академия любознательных детей», где проходят литературные чтения и интерактивные занятия для дошкольников, арт-площадка «365 дней творчества».</span>  <span>Фонд библиотеки составляет 48 344 экземпляра книг по разным отраслям знаний. Ежегодно ее посещают более 7 000&nbsp;человек.</span>  "
190,Библиотека № 48 (ул. Новоалексеевская),Библиотека,Москва,Москва,"г. Москва, ул. Новоалексеевская, д. 1",55.806798,37.638961,+7 (495) 687-79-17,http://bibliosvao.ru,biblio48@bibliosvao.ru,https://vk.com/bibliosvao48 https://www.facebook.com/bibliosvao48 https://www.instagram.com/biblio48,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://www.culture.ru:443/storage/images/c149e280d54a4421fc8e50428280e633/3b0a181f6226e227071e341f76fe7970.jpg,"Библиотека № 48 ведет историю от Алексеевской библиотеки, которая открылась в феврале 1918 в помещении местной школы. Позднее она переехала на второй этаж деревянного двухэтажного дома на Ярославском шоссе, д. 24/1. Первыми читателями библиотеки стали рабочие Алексеевской насосной станции (с 1938 – завод «Водоприбор»), а первой заведующей – Анна Петровна Миронова. По ее воспоминаниям, библиотека начала существование с того, что у владельца частной библиотеки купца Василия Александровича Жемчужникова было закуплено 400 книг. Это была первая библиотека в Алексеевско-Ростокинском районе Москвы после Октябрьской революции 1917. Судя по архивным документам и ежегодным отчетам, имя писателя Максима Горького библиотека получила в 1932.  В 1968, к 100-летию М. Горького, библиотека переехала в помещение на Новоалексеевской, д. 1.  <span>Библиотека является </span><span>структурным подразделением Централизованной библиотечной системы Северо-Восточного административного округа города Москвы. Универсальный фонд – более 155 тысяч документов: книжные и электронные ресурсы по различным отраслям знаний, периодические издания, а также справочная литература. </span> <span>Основные направления работы: </span> <span> Особое внимание уделяется организации досуга читателей не только в стенах библиотеки, но и на открытых площадках.</span>"
191,Библиотека № 182 (филиал № 2),Библиотека,Москва,Москва,"г. Москва, ул. Новочерёмушкинская, д. 4",55.690446,37.586095,+7 (499) 126-67-94,http://www.cbsuzao.ru,cbsuzao-lib-182@culture.mos.ru,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: выходной",https://b1.culture.ru/c/648629.jpg,"Библиотека открыла свои двери для посетителей в 1937 году и имеет статус библиотеки семейного чтения. Универсальный фонд насчитывает </span>53 196 единиц хранения.  <span>Начиная с 1986 года, каждую среду в 19 часов в одной из старейших библиотек ЮЗАО, в теплой и уютной обстановке собирается на свои заседания литературно-творческий и культурологический клуб «Образ и мысль». Одним из его основателей является почетный читатель Юго-Западного округа Валентин Герман. </span>Клуб объединяет представителей разных профессий – литературоведов и химиков, философов и математиков, социологов, прозаиков.  В библиотеке работает очень интересный и полезный для детей и родителей кружок «Школа Радости». Фотоклуб «Новатор» основан и работает в Москве с 1961 года. Клуб в библиотеке – место общения любителей и профессионалов. Заседания проходят с сентября по май, по четвергам."
